Price,Flight time,Stop over,Stop over place,Airline,Departure time,Date of flight,Destination place,Origin place,Airline 1,Airline 2,Airline 3,Flight type,Class,Days to date,Day of week,Page,Scrapped date
"MXN$32,395",35 h 55 min,1 escala,Stop over place not found and Stop over place not found,United,12:15:00,2025-02-27,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,12,Thursday,Expedia,2025-02-14
"MXN$32,074",43 h 10 min,2 escalas,1 h 45 min en CUN and 15 h 55 min en IST,Turkish Airlines,09:35:00,2025-02-27,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,12,Thursday,Expedia,2025-02-14
"MXN$22,683",15 h 35 min,Vuelo sin escalas,Stop over place not found and Stop over place not found,Aeromexico,23:45:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$31,710",14 h 45 min,Vuelo sin escalas,Stop over place not found and Stop over place not found,All Nippon Airways,00:50:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$18,384",23 h 50 min,2 escalas,1 h 40 min en YYZ and 2 h 15 min en YVR,Air Canada,01:10:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$23,261",30 h 30 min,1 escala,Stop over place not found and Stop over place not found,United,17:40:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$23,298",30 h 30 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples operado por United,17:40:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),United 1025,All Nippon Airways 6451 operado por United,Enchufe en el asiento,Day flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$23,261",33 h 20 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,14:40:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$23,298",33 h 20 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples,14:40:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),United 474,All Nippon Airways 11,Enchufe en el asiento,Day flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$23,261",35 h 55 min,1 escala,Stop over place not found and Stop over place not found,United,12:15:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$25,645",32 h 15 min,1 escala,Stop over place not found and Stop over place not found,Japan Airlines operado por American Airlines,16:15:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$23,298",39 h 50 min,1 escala,Stop over place not found and Stop over place not found,All Nippon Airways operado por United y All Nippon Airways,08:10:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$20,232",23 h 55 min,2 escalas,3 h 9 min en SFO and 45 min en ICN,Aerolíneas múltiples,06:05:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),United 820,Asiana Airlines 215,Asiana Airlines 108,Morning flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$22,029",26 h 20 min,2 escalas,3 h 9 min en SFO and 3 h 35 min en ICN,Aerolíneas múltiples,06:05:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),United 820,Asiana Airlines 215,Asiana Airlines 178,Morning flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$27,860",32 h 55 min,1 escala,Stop over place not found and Stop over place not found,United,15:15:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$27,897",32 h 55 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples operado por United,15:15:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),United 1838,All Nippon Airways 6451 operado por United,Enchufe en el asiento,Day flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$32,395",18 h 25 min,1 escala,Stop over place not found and Stop over place not found,United,05:45:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$32,432",18 h 25 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples operado por United,05:45:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),United 1085,All Nippon Airways 6451 operado por United,Enchufe en el asiento,Morning flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$27,860",34 h 10 min,1 escala,Stop over place not found and Stop over place not found,United,13:50:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$40,585",19 h 20 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples,07:20:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),Aeromexico 646,Singapore Airlines 11,Enchufe en el asiento,Morning flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$32,395",21 h 55 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,08:10:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$32,432",21 h 55 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples,08:10:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),United 1594,All Nippon Airways 111,Enchufe en el asiento,Morning flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$32,395",29 h 50 min,1 escala,Stop over place not found and Stop over place not found,United,18:10:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$23,298",30 h 20 min,2 escalas,1 h 40 min en IAH and 10 h 15 min en ORD,Aerolíneas múltiples,17:40:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),United 1025,United 1692,All Nippon Airways 11,Day flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$23,298",30 h 20 min,2 escalas,10 h 40 min en IAH and 1 h 4 min en ORD,Aerolíneas múltiples,17:40:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),United 1025,United 1677,All Nippon Airways 11,Day flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$37,883",24 h 30 min,1 escala,Stop over place not found and Stop over place not found,Air Canada,01:10:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,13,Friday,Expedia,2025-02-14
"MXN$40,585",30 h 40 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples,20:00:00,2025-02-28,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),Aeromexico 648,Singapore Airlines 11,Enchufe en el asiento,Night flight,Económica,13,Friday,Expedia,2025-02-14
